arxiv	peer_reviewed	title	instance	verdict	eps	err	rel_pct	kind	convention	src	table	row_label	col_header	sizes	note	record_eps	record_method	exact_eps	caption
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.62864114	5e-8	26.677	extrapolated		html	4	This work (zero-variance)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.628638	0.000004	26.678	variational?		html	4	10 × 10	E / N	10x10,L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.628627	0.000001	26.679	variational?		html	4	open	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
1905.02658	yes	Metallic and insulating stripes and their relation with superconductivity in the doped Hubbard model	Hubbard/square_36_P_18_2	WEAKER	-0.8207	0.0001	28.733	variational?		pdf	0	6	E/t (Best stripe)	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	Table 1: Energies per site for the homogeneous state, the best striped state, as well the energy gain ∆E = Estripe NA Ehomogen between the best striped state and the homogeneous one, at dopings 1/p with p = 6, 8, 10, and 12. Error-bars are estimated in order to take into account the weak size depend
1905.02658	yes	Metallic and insulating stripes and their relation with superconductivity in the doped Hubbard model	Hubbard/square_36_P_18_2	WEAKER	-0.8191	0.0001	28.872	variational?		pdf	0	6	p  E/t (Homogeneous)	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	Table 1: Energies per site for the homogeneous state, the best striped state, as well the energy gain ∆E = Estripe NA Ehomogen between the best striped state and the homogeneous one, at dopings 1/p with p = 6, 8, 10, and 12. Error-bars are estimated in order to take into account the weak size depend
2104.03632	yes	Can a CNN trained on the Ising model detect the phase transition of the $q$-state Potts model?	Hubbard/square_36_P_18_2	SUB-EXACT	-1.7107		-48.552	variational?		pdf	0	6	E        M	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	Table 1: The transition temperatures of the q-state Potts models for various q. T∗c,q, E and M, respectively, denote the temperature, internal energy, and magnetization of the image for which the CNN outputs T CNNc = 1.1209. That is, these are the quantities of the generated image that the CNN predi
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.603517	0.000006	29.608	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.603516	0.000001	29.608	variational?		html	4	RNN [ 38 ]	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.60351496	1e-8	29.608	variational?		html	4	6 × 6	E / N	6x6,L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.603417		29.619	variational?		html	4	open	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
1905.02658	yes	Metallic and insulating stripes and their relation with superconductivity in the doped Hubbard model	Hubbard/square_36_P_12_4	WEAKER	-0.8191	0.0001	30.892	variational?		pdf	0	6	p  E/t (Homogeneous)	N=6,L=6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 1: Energies per site for the homogeneous state, the best striped state, as well the energy gain ∆E = Estripe NA Ehomogen between the best striped state and the homogeneous one, at dopings 1/p with p = 6, 8, 10, and 12. Error-bars are estimated in order to take into account the weak size depend
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_2	WEAKER	-0.7633		33.717	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_2	WEAKER	-0.7591		34.082	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.678872134	4.5e-8	42.723	projected?		html	2	6	QMC [ 76 ]	N=6,L=6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 3: Variational energies obtained from our RNN wavefunctions after performing zero-variance extrapolation for the SLAHM with periodic boundary conditions. Improved statistical estimates of these energies and their corresponding errors were obtained using the wild bootstrap method [ 87 ] and 10 
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.67887177	7e-8	42.723	variational?		html	2	6	RNN	N=6,L=6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 3: Variational energies obtained from our RNN wavefunctions after performing zero-variance extrapolation for the SLAHM with periodic boundary conditions. Improved statistical estimates of these energies and their corresponding errors were obtained using the wild bootstrap method [ 87 ] and 10 
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.67887	0.00002	42.723	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.678868	0.000002	42.724	variational?		html	4	RBM+Lanczos [ 40 ]	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.67882	0.00001	42.728	variational?		html	4	6 × 6	E / N	6x6,L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.6715526	3e-8	43.341	variational?		html	4	VMC - CNN+MinSR [ 12 ]	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.671519	0.000004	43.344	variational?		html	4	10 × 10	E / N	10x10,L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.67151	0.00002	43.344	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.67135		43.358	variational?		html	4	periodic	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.65327	0.00005	44.883	variational?		html	4	fPEPS-GO [ 19 ]	16	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.647	0.0004	45.412	variational?		html	4	fPEPS-SU [ 19 ]	16	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.6415	0.0006	45.876	variational?		html	4	fPEPS-GO [ 19 ]	8	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.6312	0.0005	46.745	variational?		html	4	fPEPS-SU [ 19 ]	8	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.6309	0.0004	46.771	variational?		html	4	fPEPS-GO [ 19 ]	6	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.628656	0.000009	46.960	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.62864114	5e-8	46.961	extrapolated		html	4	This work (zero-variance)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.628638	0.000004	46.962	variational?		html	4	10 × 10	E / N	10x10,L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.628627	0.000001	46.962	variational?		html	4	open	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.62	0.0006	47.690	variational?		html	4	fPEPS-SU [ 19 ]	6	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.603517	0.000006	49.081	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.603516	0.000001	49.081	variational?		html	4	RNN [ 38 ]	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.60351496	1e-8	49.081	variational?		html	4	6 × 6	E / N	6x6,L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_12_4	WEAKER	-0.603417		49.089	variational?		html	4	open	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2104.03632	yes	Can a CNN trained on the Ising model detect the phase transition of the $q$-state Potts model?	Hubbard/square_36_P_18_2	WEAKER	-0.5839		49.296	variational?		pdf	0	6	transition type	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	Table 1: The transition temperatures of the q-state Potts models for various q. T∗c,q, E and M, respectively, denote the temperature, internal energy, and magnetization of the image for which the CNN outputs T CNNc = 1.1209. That is, these are the quantities of the generated image that the CNN predi
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_12_4	WEAKER	-0.6007	0.0007	49.319	variational?		html	4	fPEPS-GO [ 19 ]	4	6x6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2210.05871	yes	Autoregressive neural Slater-Jastrow ansatz for variational Monte Carlo simulation	Hubbard/square_36_P_18_2	SUB-EXACT	-1.1571624444444444		-0.484	variational?	x4/36	pdf	0	(12, 6.0)	HF	L=6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	Table 1: Benchmark of energies for L = 6 and Np = 9, 12 (second three rows) and Np = 15 (last row, where the Hilbert space was too large for exact diagonaliza- tion). The second and third column give the exact ground state energy and the Hartree-Fock (HF) approximation. The fourth column shows the b
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_36_P_18_2	FILLS	-1.1515	0.0009	0.007	projected?		pdf	2	6 × 6	QMC	6x6	filling=UNSTATED(instance delta=0.0000)	-1.1515833333333334	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1515833333333334	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
1905.02658	yes	Metallic and insulating stripes and their relation with superconductivity in the doped Hubbard model	Hubbard/square_36_P_18_4	WEAKER	-0.8207	0.0001	4.276	variational?		pdf	0	6	E/t (Best stripe)	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 1: Energies per site for the homogeneous state, the best striped state, as well the energy gain ∆E = Estripe NA Ehomogen between the best striped state and the homogeneous one, at dopings 1/p with p = 6, 8, 10, and 12. Error-bars are estimated in order to take into account the weak size depend
1905.02658	yes	Metallic and insulating stripes and their relation with superconductivity in the doped Hubbard model	Hubbard/square_36_P_18_4	WEAKER	-0.8191	0.0001	4.463	variational?		pdf	0	6	p  E/t (Homogeneous)	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 1: Energies per site for the homogeneous state, the best striped state, as well the energy gain ∆E = Estripe NA Ehomogen between the best striped state and the homogeneous one, at dopings 1/p with p = 6, 8, 10, and 12. Error-bars are estimated in order to take into account the weak size depend
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.65327	0.00005	23.805	variational?		html	4	fPEPS-GO [ 19 ]	16	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.647	0.0004	24.536	variational?		html	4	fPEPS-SU [ 19 ]	16	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.6415	0.0006	25.177	variational?		html	4	fPEPS-GO [ 19 ]	8	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.6312	0.0005	26.379	variational?		html	4	fPEPS-SU [ 19 ]	8	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.6309	0.0004	26.414	variational?		html	4	fPEPS-GO [ 19 ]	6	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_36_P_18_4	WEAKER	-0.628656	0.000009	26.675	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.62	0.0006	27.685	variational?		html	4	fPEPS-SU [ 19 ]	6	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
