arxiv	peer_reviewed	title	instance	verdict	eps	err	rel_pct	kind	convention	src	table	row_label	col_header	sizes	note	record_eps	record_method	exact_eps	caption
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1037		-28.158	variational?		pdf	10	4 10×20	Type	10x20,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-1.1012		-27.868	variational?		pdf	10	4 10×20	Size	10x20,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.9426		-9.452	variational?		pdf	10	8×32	Type	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.9421		-9.394	variational?		pdf	10		Type	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.9409		-9.255	variational?		pdf	10	8×16	Type	8x16,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.9401		-9.162	variational?		pdf	10	8×32	Size	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.9394		-9.080	variational?		pdf	10		Size	8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.9384		-8.964	variational?		pdf	10	8×16	Size	8x16,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_100_P_50_6	SUB-EXACT	-0.67887	0.00002	-3.172	variational?		html	4	This work (best RNN)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.6579999999999999	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6579999999999999	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_100_P_50_6	SUB-EXACT	-0.678868	0.000002	-3.171	variational?		html	4	RBM+Lanczos [ 40 ]	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.6579999999999999	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6579999999999999	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_100_P_50_6	SUB-EXACT	-0.67882	0.00001	-3.164	variational?		html	4	6 × 6	E / N	6x6,L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.6579999999999999	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6579999999999999	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.8853		-2.798	variational?		pdf	10	10×10 all-site	Type	10x10,8x32	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.8848		-2.740	variational?		pdf	10	8 10×10	Type	10x10,8x32	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.8809		-2.288	variational?		pdf	10	10×10 all-site	Size	10x10,8x32	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.8801		-2.195	variational?		pdf	10	8 10×10	Size	10x10,8x32	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_4	SUB-EXACT	-0.8793		-2.102	variational?		pdf	10	0.8 10×20 NN	Type	10x20,8x32,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	TABLE VII. Energy results for the fillingn=0.8 and FIG. 8. Density-density correlations forn=0.875,U=8 and n=0.9375, witht ′=0 under PBC. For all cases in the table, t′=0 on the 8×32 lattice under PBC. With NN backflow in initial UHFs are insufficiently optimized withU UHF =U. On the wave-function. 
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	SUB-EXACT	-1.186744		-1.511	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	SUB-EXACT	-1.1846		-1.328	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_100_P_50_2	SUB-EXACT	-1.1833		-1.216	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_P_50_2	FILLS	-1.169	0.0008	0.007	projected?		pdf	2	10 × 10	QMC	10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_100_P_50_6	WEAKER	-0.62864114	5e-8	4.462	extrapolated		html	4	This work (zero-variance)	E / N	L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.6579999999999999	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6579999999999999	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_P_50_2	WEAKER	-0.658	0.0002	43.716	projected?		pdf	2	10 × 10	QMC	10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_100_P_50_2	WEAKER	-0.655		43.973	variational?		pdf	2	10 × 10	K = 1	10x10	filling=UNSTATED(instance delta=0.0000)	-1.1690800000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-1.1690800000000001	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2507.10705	no	Neural Network-Augmented Pfaffian Wave-functions for Scalable Simulations of Interacting Fermions	Hubbard/square_100_P_50_4	SUB-EXACT	-1.056472499		-22.674	exact/limit		html	1	10	E ED / N site	N=10,L=10,4x4	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	Table 2: Raw data of Fig. 4 in the 4 × 4 lattice with particle density n = 5 / 8 .
2507.10705	no	Neural Network-Augmented Pfaffian Wave-functions for Scalable Simulations of Interacting Fermions	Hubbard/square_100_P_50_4	SUB-EXACT	-1.056468	0.000009	-22.674	variational?		html	1	10	E / N site	N=10,L=10,4x4	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	Table 2: Raw data of Fig. 4 in the 4 × 4 lattice with particle density n = 5 / 8 .
2104.03632	yes	Can a CNN trained on the Ising model detect the phase transition of the $q$-state Potts model?	Hubbard/square_100_P_50_4	WEAKER	-0.5211		39.491	variational?		pdf	0	10	transition type	N=10,L=10	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	Table 1: The transition temperatures of the q-state Potts models for various q. T∗c,q, E and M, respectively, denote the temperature, internal energy, and magnetization of the image for which the CNN outputs T CNNc = 1.1209. That is, these are the quantities of the generated image that the CNN predi
2204.07816			Hubbard/square_100_P_50_4	SUB-EXACT	-0.8684		-0.836	variational?	x4	pdf	5	100	chains	N=100,L=100	filling=UNSTATED(instance delta=0.0000)	-0.8612000000000001	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.8612000000000001	Table 6. Comparison of the ground state energies of the𝑡-𝐽 many-body problems that combines the state-of-art deep- model, obtained by CNN2 with PBC, and PEPS++ with OBC learning method and efficient implementation on the next- generation computational platform. We have obtained the L CNN2(PBC) PEP
2502.17144	no	Leveraging recurrence in neural network wavefunctions for large-scale simulations of Heisenberg antiferromagnets on the square lattice	Hubbard/square_100_P_50_6	WEAKER	-0.628638	0.000004	4.462	variational?		html	4	10 × 10	E / N	10x10,L=6,L=10	filling=UNSTATED(instance delta=0.0000)	-0.6579999999999999	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.6579999999999999	Table 5: Neural quantum state results for the SLAHM on lattices with L = 6 and L = 10 . For simplicity, only the first NQS results and NQS results which improved upon existing variational energies were included in this table. The results we present in this work are in bold. The zero-variance energie
